url,type,entity,intent query,data file,gate status,source asset,canonical,index or noindex,inbound links planned
/game-cheats/baldurs-gate-3/,cheats,baldurs-gate-3,baldurs gate 3 cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/baldurs-gate-3-cheats.md,keep,baldurs-gate-3-cheats.md,/game-cheats/baldurs-gate-3/,index,"/cheats/, related cheat pages, /how-we-verify/"
/gaming-gear/best-budget-gaming-pcs/,guides,best-budget-gaming-pcs,best budget gaming pc,C:/Users/harki/Downloads/freetinsbatch3markdown/best-budget-gaming-pcs.md,keep,best-budget-gaming-pcs.md,/gaming-gear/best-budget-gaming-pcs/,index,"/guides/, related guides, /resources/"
/game-reviews/best-games-2026/,guides,best-games-2026,best games of,C:/Users/harki/Downloads/freetinsbatch3markdown/best-games-2026.md,keep,best-games-2026.md,/game-reviews/best-games-2026/,index,"/guides/, related guides, /resources/"
/gaming-gear/best-gaming-chairs-2026/,guides,best-gaming-chairs-2026,best gaming chairs,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gaming-chairs-2026.md,keep,best-gaming-chairs-2026.md,/gaming-gear/best-gaming-chairs-2026/,index,"/guides/, related guides, /resources/"
/gaming-gear/best-controllers-2026/,guides,best-controllers-2026,best gaming controllers,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gaming-controllers-2026.md,keep,best-gaming-controllers-2026.md,/gaming-gear/best-controllers-2026/,index,"/guides/, related guides, /resources/"
/gaming-gear/best-headsets-2026/,guides,best-headsets-2026,best gaming headsets,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gaming-headsets-2026.md,keep,best-gaming-headsets-2026.md,/gaming-gear/best-headsets-2026/,index,"/guides/, related guides, /resources/"
/gaming-gear/best-gaming-keyboards/,guides,best-gaming-keyboards,best gaming keyboards,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gaming-keyboards-2026.md,keep,best-gaming-keyboards-2026.md,/gaming-gear/best-gaming-keyboards/,index,"/guides/, related guides, /resources/"
/gaming-gear/best-gaming-monitors/,guides,best-gaming-monitors,best gaming monitors,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gaming-monitors-2026.md,keep,best-gaming-monitors-2026.md,/gaming-gear/best-gaming-monitors/,index,"/guides/, related guides, /resources/"
/tech-guides/best-gba-emulators/,guides,best-gba-emulators,best gba emulator,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gba-emulators.md,keep,best-gba-emulators.md,/tech-guides/best-gba-emulators/,index,"/guides/, related guides, /resources/"
/guides/best-gba-games/,guides,best-gba-games,best gba games,C:/Users/harki/Downloads/freetinsbatch3markdown/best-gba-games.md,hold,best-gba-games.md,/guides/best-gba-games/,noindex,rewrite around legal acquisition and current platforms before publishing
/seasonal/black-friday-gaming-2026/,guides,black-friday-gaming-2026,black friday gaming deals,C:/Users/harki/Downloads/freetinsbatch3markdown/black-friday-gaming-2026.md,keep,black-friday-gaming-2026.md,/seasonal/black-friday-gaming-2026/,index,"/guides/, related guides, /resources/"
/blackmart-alpha-apk-latest-version-blackmarket-apk/,guides,blackmart-alpha-apk-latest-version-blackmarket-apk,blackmart alpha apk,C:/Users/harki/Downloads/freetinsbatch3markdown/blackmart-alpha.md,remove,blackmart-alpha.md,,noindex,unsafe unofficial-download intent and outside scope
/redeem-codes/brawl-stars/,codes,brawl-stars,brawl stars codes,C:/Users/harki/Downloads/freetinsbatch3markdown/brawl-stars-codes.md,keep,brawl-stars-codes.md,/redeem-codes/brawl-stars/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/candy-crush-boosters/,codes,candy-crush-boosters,candy crush free boosters,C:/Users/harki/Downloads/freetinsbatch3markdown/candy-crush-boosters.md,keep,candy-crush-boosters.md,/redeem-codes/candy-crush-boosters/,index,"/codes/, sibling entity pages, /how-we-verify/"
/gaming-gear/christmas-gifts-2026/,guides,christmas-gifts-2026,christmas gaming gifts,C:/Users/harki/Downloads/freetinsbatch3markdown/christmas-gifts-2026.md,keep,christmas-gifts-2026.md,/gaming-gear/christmas-gifts-2026/,index,"/guides/, related guides, /resources/"
/seasonal/christmas-sale-games-2026/,guides,christmas-sale-games-2026,christmas game sales,C:/Users/harki/Downloads/freetinsbatch3markdown/christmas-sale-games-2026.md,keep,christmas-sale-games-2026.md,/seasonal/christmas-sale-games-2026/,index,"/guides/, related guides, /resources/"
/redeem-codes/clash-of-clans/,codes,clash-of-clans,clash of clans codes,C:/Users/harki/Downloads/freetinsbatch3markdown/clash-of-clans-codes.md,keep,clash-of-clans-codes.md,/redeem-codes/clash-of-clans/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/clash-royale/,codes,clash-royale,clash royale codes,C:/Users/harki/Downloads/freetinsbatch3markdown/clash-royale-codes.md,keep,clash-royale-codes.md,/redeem-codes/clash-royale/,index,"/codes/, sibling entity pages, /how-we-verify/"
/answers/clear-vision-3/,answers,clear-vision-3,clear vision 3 walkthrough,src/data/articles/clear-vision-3.ts,keep,clear-vision-3-walkthrough.md,/answers/clear-vision-3/,index,"/answers/, /resources/, /how-we-verify/"
/answers/close-up-pics/,answers,close-up-pics,close up pics answers,C:/Users/harki/Downloads/freetinsbatch3markdown/close-up-pics-answers.md,hold,close-up-pics-answers.md,/answers/close-up-pics/,noindex,accuracy pass and searchable answer table required before publishing
/redeem-codes/coin-master/,codes,coin-master,coin master free spins,C:/Users/harki/Downloads/freetinsbatch3markdown/coinmasterfreespins.md,keep,coinmasterfreespins.md,/redeem-codes/coin-master/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/cookie-run-kingdom/,codes,cookie-run-kingdom,cookie run kingdom codes,C:/Users/harki/Downloads/freetinsbatch3markdown/cookie-run-kingdom-codes.md,keep,cookie-run-kingdom-codes.md,/redeem-codes/cookie-run-kingdom/,index,"/codes/, sibling entity pages, /how-we-verify/"
/cowan-clock-for-rainmeter/,guides,cowan-clock-for-rainmeter,cowan clock rainmeter,C:/Users/harki/Downloads/freetinsbatch3markdown/cowan-clock-rainmeter.md,remove,cowan-clock-rainmeter.md,,noindex,outside the game-help architecture
/alternative-websites-like-craigslist-jobs-furniture-apartments-cars/,guides,alternative-websites-like-craigslist-jobs-furniture-apartments-cars,websites like craigslist,C:/Users/harki/Downloads/freetinsbatch3markdown/craigslist-alternatives.md,remove,craigslist-alternatives.md,,noindex,unrelated marketplace topic
/daily/doubledown-casino/,daily,doubledown-casino,doubledown casino free chips,src/data/articles/traffic-daily.ts,keep,ddc-codes.md,/daily/doubledown-casino/,index,"/daily/, /how-we-verify/"
/game-cheats/diablo-4/,cheats,diablo-4,diablo 4 cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/diablo-4-cheats.md,keep,diablo-4-cheats.md,/game-cheats/diablo-4/,index,"/cheats/, related cheat pages, /how-we-verify/"
/redeem-codes/doubledown-casino/,codes,doubledown-casino,doubledown casino codes,C:/Users/harki/Downloads/freetinsbatch3markdown/doubledown-casino-codes.md,keep,doubledown-casino-codes.md,/redeem-codes/doubledown-casino/,index,"/codes/, sibling entity pages, /how-we-verify/"
/doubledown-casino-promo-codes-coupons-free-chips/,daily,doubledown-casino-promo-codes,doubledown casino promo links,src/data/articles/traffic-daily.ts,merge,doubledown-promo-codes.md,/daily/doubledown-casino/,noindex,"merged source only; no legacy route shipped"
/download-jw-player-videos-high-quality/,guides,download-jw-player-videos-high-quality,download jw player videos,C:/Users/harki/Downloads/freetinsbatch3markdown/download-jw-player-videos.md,remove,download-jw-player-videos.md,,noindex,copyright and unsafe-download risk with no architecture fit
/redeem-codes/dragon-ball-legends/,codes,dragon-ball-legends,dragon ball legends codes,C:/Users/harki/Downloads/freetinsbatch3markdown/dragon-ball-legends-codes.md,keep,dragon-ball-legends-codes.md,/redeem-codes/dragon-ball-legends/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/ea-fc-26/,codes,ea-fc-26,ea fc 26 codes,C:/Users/harki/Downloads/freetinsbatch3markdown/ea-fc-26-codes.md,keep,ea-fc-26-codes.md,/redeem-codes/ea-fc-26/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/fortnite/,codes,fortnite,fortnite redeem codes,C:/Users/harki/Downloads/freetinsbatch3markdown/fortniteredeemcodes.md,keep,fortniteredeemcodes.md,/redeem-codes/fortnite/,index,"/codes/, sibling entity pages, /how-we-verify/"
/tech-guides/free-robux-methods/,guides,free-robux-methods,how to get free robux,C:/Users/harki/Downloads/freetinsbatch3markdown/free-robux-methods.md,hold,free-robux-methods.md,/tech-guides/free-robux-methods/,index,"/guides/, related guides, /resources/"
/redeem-codes/free-fire/,codes,free-fire,free fire codes,C:/Users/harki/Downloads/freetinsbatch3markdown/freefirecodes.md,keep,freefirecodes.md,/redeem-codes/free-fire/,index,"/codes/, sibling entity pages, /how-we-verify/"
/game-codes/,codes,game-codes,game codes,C:/Users/harki/Downloads/freetinsbatch3markdown/gamecodesencyclopedia.md,keep,gamecodesencyclopedia.md,/game-codes/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/genshin-impact/,codes,genshin-impact,genshin impact codes,C:/Users/harki/Downloads/freetinsbatch3markdown/genshincodes.md,keep,genshincodes.md,/redeem-codes/genshin-impact/,index,"/codes/, sibling entity pages, /how-we-verify/"
/game-cheats/gta-5-cars/,cheats,gta-5-cars,gta 5 cars cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/gta-5-cars-cheats.md,merge,gta-5-cars-cheats.md,/game-cheats/gta-5-cars/,index,"/cheats/, related cheat pages, /how-we-verify/"
/guides/gta-5-demo/,guides,gta-5-demo,gta 5 demo download,src/data/articles/traffic-guides.ts,keep,gta-5-demo-download.md,/guides/gta-5-demo/,index,"/guides/, /guides/gta-5-radio-stations/, /cheats/gta-5/"
/guides/gta-5-radio-stations/,guides,gta-5-radio-stations,gta 5 radio stations,src/data/articles/gta-5-radio-stations.ts,keep,gta-5-radio-stations.md,/guides/gta-5-radio-stations/,index,"/guides/, /resources/, /cheats/gta-5/"
/game-cheats/gta-online-money/,cheats,gta-online-money,gta online money guide,C:/Users/harki/Downloads/freetinsbatch3markdown/gta-online-money.md,keep,gta-online-money.md,/game-cheats/gta-online-money/,index,"/cheats/, related cheat pages, /how-we-verify/"
/game-cheats/gta-5/,cheats,gta-5,gta 5 cheat codes,C:/Users/harki/Downloads/freetinsbatch3markdown/gta5cheats.md,keep,gta5cheats.md,/game-cheats/gta-5/,index,"/cheats/, related cheat pages, /how-we-verify/"
/answers/guess-emoji-levels-1-10/,answers,guess-emoji-levels-1-10,guess the emoji answers levels 1-10,src/data/articles/traffic-answers.ts,keep,guess-emoji-levels-1-10.md,/answers/guess-emoji-levels-1-10/,index,"/answers/, /answers/100-pics-christmas-emoji/"
/walkthroughs/guess-the-emoji/,answers,guess-the-emoji,guess the emoji answers,C:/Users/harki/Downloads/freetinsbatch3markdown/guess-the-emoji-answers.md,keep,guess-the-emoji-answers.md,/walkthroughs/guess-the-emoji/,index,"/answers/, parent index, sibling levels"
/cheats/guitar-hero-3/,cheats,guitar-hero-3,guitar hero 3 cheats,src/data/articles/traffic-cheats.ts,keep,guitar-hero-3-cheats.md,/cheats/guitar-hero-3/,index,"/cheats/, /cheats/lego-jurassic-world/, /how-we-verify/"
/guitar-hero-3-cheats-for-ps2-ps3-wii-and-xbox-360-controller/,cheats,guitar-hero-3-controller,guitar hero 3 controller map,src/data/articles/traffic-cheats.ts,merge,guitar-hero-3-controller-cheats.md,/cheats/guitar-hero-3/,noindex,"merged source only; no legacy route shipped"
/redeem-codes/halloween-2026/,codes,halloween-2026,halloween gaming codes,C:/Users/harki/Downloads/freetinsbatch3markdown/halloween-2026-codes.md,keep,halloween-2026-codes.md,/redeem-codes/halloween-2026/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/honkai-star-rail/,codes,honkai-star-rail,honkai star rail codes,C:/Users/harki/Downloads/freetinsbatch3markdown/honkaistarrailcodes.md,keep,honkaistarrailcodes.md,/redeem-codes/honkai-star-rail/,index,"/codes/, sibling entity pages, /how-we-verify/"
/how-to-redeem-game-codes/,codes,how-to-redeem-game-codes,how to redeem game codes,C:/Users/harki/Downloads/freetinsbatch3markdown/howtoredeemgamecodes.md,keep,howtoredeemgamecodes.md,/how-to-redeem-game-codes/,index,"/codes/, sibling entity pages, /how-we-verify/"
/tech-guides/ios-emulators-windows/,guides,ios-emulators-windows,ios emulator for windows,C:/Users/harki/Downloads/freetinsbatch3markdown/ios-emulators-windows.md,hold,ios-emulators-windows.md,/tech-guides/ios-emulators-windows/,noindex,"/guides/, related guides, /resources/"
/best-iphone-secret-codes-to-unlock-hidden-features-and-settings/,codes,best-iphone-secret-codes-to-unlock-hidden-features-and-settings,iphone hidden features codes,C:/Users/harki/Downloads/freetinsbatch3markdown/iphone-hidden-features.md,remove,iphone-hidden-features.md,,noindex,outside scope and prone to aging into unsafe advice
/tech-guides/iphone-secret-codes/,codes,iphone-secret-codes,iphone secret codes,C:/Users/harki/Downloads/freetinsbatch3markdown/iphone-secret-codes.md,keep,iphone-secret-codes.md,/tech-guides/iphone-secret-codes/,index,"/codes/, sibling entity pages, /how-we-verify/"
/jarvis-iron-man-a-blue-rainmeter-skin-theme-inspiration/,guides,jarvis-iron-man-a-blue-rainmeter-skin-theme-inspiration,jarvis rainmeter skin,C:/Users/harki/Downloads/freetinsbatch3markdown/jarvis-rainmeter-skin.md,remove,jarvis-rainmeter-skin.md,,noindex,outside the game-help architecture
/jarvis-shield-interface-rainmeter-skin-installation/,guides,jarvis-shield-interface-rainmeter-skin-installation,shield interface rainmeter skin,C:/Users/harki/Downloads/freetinsbatch3markdown/jarvis-shield-rainmeter.md,remove,jarvis-shield-rainmeter.md,,noindex,outside the game-help architecture
/guides/jurassic-world-the-game/,guides,jurassic-world-the-game,jurassic world the game cheats and strategy,src/data/articles/traffic-guides.ts,keep,jurassic-world-cheats.md,/guides/jurassic-world-the-game/,index,"/guides/, /cheats/lego-jurassic-world/, /how-we-verify/"
/redeem-codes/roblox/king-legacy/,codes,king-legacy,king legacy codes,C:/Users/harki/Downloads/freetinsbatch3markdown/king-legacy-codes.md,keep,king-legacy-codes.md,/redeem-codes/roblox/king-legacy/,index,"/codes/, sibling entity pages, /how-we-verify/"
/kurugin-rainmeter-skin/,guides,kurugin-rainmeter-skin,kurugin rainmeter skin,C:/Users/harki/Downloads/freetinsbatch3markdown/kurugin-rainmeter-skin.md,remove,kurugin-rainmeter-skin.md,,noindex,outside the game-help architecture
/redeem-codes/legends-kingdom-rush/,codes,legends-kingdom-rush,legends of kingdom rush codes,C:/Users/harki/Downloads/freetinsbatch3markdown/legends-kingdom-rush-codes.md,keep,legends-kingdom-rush-codes.md,/redeem-codes/legends-kingdom-rush/,index,"/codes/, sibling entity pages, /how-we-verify/"
/cheats/lego-jurassic-world/,cheats,lego-jurassic-world,lego jurassic world cheat codes,src/data/articles/traffic-cheats.ts,keep,lego-jurassic-world-cheats.md,/cheats/lego-jurassic-world/,index,"/cheats/, /guides/jurassic-world-the-game/, /how-we-verify/"
/walkthroughs/little-alchemy-2/,cheats,little-alchemy-2,little alchemy 2 cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/little-alchemy-2-cheats.md,keep,little-alchemy-2-cheats.md,/walkthroughs/little-alchemy-2/,index,"/cheats/, related cheat pages, /how-we-verify/"
/answers/little-alchemy/,answers,little-alchemy,little alchemy combinations,src/data/articles/traffic-answers.ts,keep,little-alchemy-cheats.md,/answers/little-alchemy/,index,"/answers/, /answers/little-alchemy-2-energy/"
/answers/little-alchemy-2-energy/,answers,little-alchemy-2-energy,how to make energy in little alchemy,src/data/articles/traffic-answers.ts,keep,make-energy-little-alchemy.md,/answers/little-alchemy-2-energy/,index,"/answers/, /answers/little-alchemy/"
/game-cheats/minecraft-dungeons/,cheats,minecraft-dungeons,minecraft dungeons cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/minecraft-dungeons.md,keep,minecraft-dungeons.md,/game-cheats/minecraft-dungeons/,index,"/cheats/, related cheat pages, /how-we-verify/"
/game-cheats/minecraft/,cheats,minecraft,minecraft cheat codes,C:/Users/harki/Downloads/freetinsbatch3markdown/minecraftcheats.md,keep,minecraftcheats.md,/game-cheats/minecraft/,index,"/cheats/, related cheat pages, /how-we-verify/"
/redeem-codes/mobile-legends/,codes,mobile-legends,mobile legends codes,C:/Users/harki/Downloads/freetinsbatch3markdown/mobilelegendscodes.md,keep,mobilelegendscodes.md,/redeem-codes/mobile-legends/,index,"/codes/, sibling entity pages, /how-we-verify/"
/monstercat-visualizer-rainmeter-realtime-audio-visualizer/,guides,monstercat-visualizer-rainmeter-realtime-audio-visualizer,monstercat visualizer rainmeter,C:/Users/harki/Downloads/freetinsbatch3markdown/monstercat-visualizer-rainmeter.md,remove,monstercat-visualizer-rainmeter.md,,noindex,outside the game-help architecture
/guides/nintendo-switch-2/,guides,nintendo-switch-2,nintendo switch 2 features,C:/Users/harki/Downloads/freetinsbatch3markdown/nintendo-switch-2-features.md,hold,nintendo-switch-2-features.md,/guides/nintendo-switch-2/,noindex,current official-source review required before publishing
/game-reviews/nintendo-switch-2/,guides,nintendo-switch-2,nintendo switch 2 review,C:/Users/harki/Downloads/freetinsbatch3markdown/nintendo-switch-2-review.md,keep,nintendo-switch-2-review.md,/game-reviews/nintendo-switch-2/,index,"/guides/, related guides, /resources/"
/privacy-policy/,utility,privacy-policy,privacy policy,C:/Users/harki/Downloads/freetinsbatch3markdown/page-privacy-policy.md,keep,page-privacy-policy.md,/privacy-policy/,index,"/, footer, related utility pages"
/terms-of-use/,utility,terms-of-use,terms of use,src/data/articles/legal-pages.ts,merge,page-terms-of-use.md,/terms-and-conditions/,noindex,"merged source only; no legacy route shipped"
/redeem-codes/roblox/pet-simulator-x/,codes,pet-simulator-x,pet simulator x codes,C:/Users/harki/Downloads/freetinsbatch3markdown/pet-simulator-x-codes.md,keep,pet-simulator-x-codes.md,/redeem-codes/roblox/pet-simulator-x/,index,"/codes/, sibling entity pages, /how-we-verify/"
/game-cheats/pokemon-emerald-cheats/,cheats,pokemon-emerald-cheats,pokemon emerald cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/pokemon-emerald-cheats.md,keep,pokemon-emerald-cheats.md,/game-cheats/pokemon-emerald-cheats/,index,"/cheats/, related cheat pages, /how-we-verify/"
/cheats/pokemon-emerald/,cheats,pokemon-emerald,pokemon emerald rare candy cheat,src/data/articles/traffic-cheats.ts,keep,pokemon-emerald-rare-candy.md,/cheats/pokemon-emerald/,index,"/cheats/, /how-we-verify/"
/redeem-codes/pokemon-go/,codes,pokemon-go,pokemon go promo codes,C:/Users/harki/Downloads/freetinsbatch3markdown/pokemon-go-codes.md,keep,pokemon-go-codes.md,/redeem-codes/pokemon-go/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/pokemon-scarlet-violet/,codes,pokemon-scarlet-violet,pokemon scarlet violet codes,C:/Users/harki/Downloads/freetinsbatch3markdown/pokemon-scarlet-violet-codes.md,keep,pokemon-scarlet-violet-codes.md,/redeem-codes/pokemon-scarlet-violet/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/pubg-mobile/,codes,pubg-mobile,pubg mobile redeem codes,C:/Users/harki/Downloads/freetinsbatch3markdown/pubg-mobile-codes.md,keep,pubg-mobile-codes.md,/redeem-codes/pubg-mobile/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/roblox/,codes,roblox,roblox codes,C:/Users/harki/Downloads/freetinsbatch3markdown/robloxcodes.md,keep,robloxcodes.md,/redeem-codes/roblox/,index,"/codes/, sibling entity pages, /how-we-verify/"
/best-ios-emulator-for-windows-pc-that-runs-apple-store-apps/,guides,best-ios-emulator-for-windows-pc-that-runs-apple-store-apps,run ios apps on windows,C:/Users/harki/Downloads/freetinsbatch3markdown/run-ios-apps-on-windows.md,remove,run-ios-apps-on-windows.md,,noindex,misleading software intent and outside scope
/redeem-codes/roblox/shindo-life/,codes,shindo-life,shindo life codes,C:/Users/harki/Downloads/freetinsbatch3markdown/shindo-life-codes.md,keep,shindo-life-codes.md,/redeem-codes/roblox/shindo-life/,index,"/codes/, sibling entity pages, /how-we-verify/"
/game-cheats/sims-4/,cheats,sims-4,sims 4 cheats,C:/Users/harki/Downloads/freetinsbatch3markdown/sims-4-cheats.md,keep,sims-4-cheats.md,/game-cheats/sims-4/,index,"/cheats/, related cheat pages, /how-we-verify/"
/redeem-codes/stumble-guys/,codes,stumble-guys,stumble guys codes,C:/Users/harki/Downloads/freetinsbatch3markdown/stumble-guys-codes.md,keep,stumble-guys-codes.md,/redeem-codes/stumble-guys/,index,"/codes/, sibling entity pages, /how-we-verify/"
/redeem-codes/subway-surfers/,codes,subway-surfers,subway surfers codes,C:/Users/harki/Downloads/freetinsbatch3markdown/subway-surfers-codes.md,keep,subway-surfers-codes.md,/redeem-codes/subway-surfers/,index,"/codes/, sibling entity pages, /how-we-verify/"
/gaming-gear/switch-2-accessories/,guides,switch-2-accessories,nintendo switch 2 accessories,C:/Users/harki/Downloads/freetinsbatch3markdown/switch-2-accessories.md,keep,switch-2-accessories.md,/gaming-gear/switch-2-accessories/,index,"/guides/, related guides, /resources/"
/visbubble-round-visualizer-for-rainmeter-skin/,guides,visbubble-round-visualizer-for-rainmeter-skin,visbubble rainmeter,C:/Users/harki/Downloads/freetinsbatch3markdown/visbubble-rainmeter.md,remove,visbubble-rainmeter.md,,noindex,outside the game-help architecture
/redeem-codes/warzone/,codes,warzone,warzone codes,C:/Users/harki/Downloads/freetinsbatch3markdown/warzone-codes.md,keep,warzone-codes.md,/redeem-codes/warzone/,index,"/codes/, sibling entity pages, /how-we-verify/"
/what-is-coding-learn-computing-programming/,guides,what-is-coding-learn-computing-programming,what is coding,C:/Users/harki/Downloads/freetinsbatch3markdown/what-is-coding.md,remove,what-is-coding.md,,noindex,broad educational technology topic outside scope
/walkthroughs/wordscapes/,answers,wordscapes,wordscapes answers,C:/Users/harki/Downloads/freetinsbatch3markdown/wordscapes-answers.md,keep,wordscapes-answers.md,/walkthroughs/wordscapes/,index,"/answers/, parent index, sibling levels"
/redeem-codes/zenless-zone-zero/,codes,zenless-zone-zero,zenless zone zero codes,C:/Users/harki/Downloads/freetinsbatch3markdown/zenless-zone-zero-codes.md,keep,zenless-zone-zero-codes.md,/redeem-codes/zenless-zone-zero/,index,"/codes/, sibling entity pages, /how-we-verify/"
